user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
b'755',b'Male',33,b'CA',b'Free',100,8,0.02,b'Mobile',45,0,0
b'756',b'Other',17,b'UK',b'Free',206,27,0.42,b'Desktop',49,0,0
b'757',b'Female',35,b'AU',b'Family',81,90,0.19,b'Desktop',0,1,0
b'758',b'Male',41,b'FR',b'Family',26,42,0.19,b'Mobile',0,1,0
b'759',b'Female',42,b'DE',b'Student',208,67,0.06,b'Desktop',0,1,0
b'760',b'Female',49,b'AU',b'Student',295,93,0.13,b'Mobile',0,1,1
b'761',b'Male',57,b'AU',b'Family',13,89,0.16,b'Desktop',0,1,0
b'762',b'Male',26,b'IN',b'Premium',120,68,0.34,b'Desktop',0,1,0
b'763',b'Other',17,b'DE',b'Free',125,77,0.26,b'Desktop',18,0,0
b'764',b'Female',49,b'US',b'Premium',104,74,0.57,b'Mobile',0,1,1
b'765',b'Other',52,b'DE',b'Premium',225,94,0.01,b'Desktop',0,1,1
b'766',b'Other',49,b'AU',b'Family',261,15,0.17,b'Mobile',0,1,0
b'767',b'Other',57,b'UK',b'Premium',79,2,0.22,b'Desktop',0,1,0
b'768',b'Female',24,b'FR',b'Premium',240,39,0.23,b'Web',0,1,0
b'769',b'Other',24,b'DE',b'Family',28,62,0.04,b'Web',0,1,0
b'770',b'Female',48,b'AU',b'Premium',91,37,0.34,b'Desktop',0,1,0
b'771',b'Other',40,b'IN',b'Premium',212,66,0.27,b'Mobile',0,1,1
b'772',b'Other',59,b'IN',b'Premium',172,69,0.41,b'Desktop',0,1,0
b'773',b'Female',39,b'IN',b'Family',55,37,0.5,b'Desktop',0,1,0
b'774',b'Female',54,b'FR',b'Student',130,46,0.26,b'Desktop',0,1,0
b'775',b'Male',40,b'IN',b'Family',97,57,0.43,b'Mobile',0,1,0
b'776',b'Female',51,b'DE',b'Family',71,15,0.58,b'Mobile',0,1,1
b'777',b'Other',31,b'US',b'Family',18,3,0.36,b'Web',0,1,0
b'778',b'Male',24,b'IN',b'Family',212,7,0.58,b'Mobile',0,1,0
b'779',b'Female',18,b'UK',b'Family',14,49,0.5,b'Desktop',0,1,0
b'780',b'Female',18,b'DE',b'Free',213,1,0.35,b'Desktop',5,0,1
b'781',b'Female',44,b'UK',b'Student',207,62,0.23,b'Desktop',0,1,0
b'782',b'Male',32,b'US',b'Premium',71,53,0.54,b'Web',0,1,0
b'783',b'Male',32,b'AU',b'Premium',36,2,0.52,b'Web',0,1,0
b'784',b'Other',52,b'US',b'Premium',120,84,0.5,b'Web',0,1,0
b'785',b'Female',31,b'FR',b'Premium',272,71,0.15,b'Mobile',0,1,1
b'786',b'Male',33,b'CA',b'Premium',212,43,0.05,b'Web',0,1,0
b'787',b'Male',46,b'FR',b'Free',193,94,0.18,b'Mobile',17,0,0
b'788',b'Female',16,b'CA',b'Premium',150,74,0.01,b'Desktop',0,1,1
b'789',b'Female',23,b'AU',b'Student',213,20,0.5,b'Web',0,1,0
b'790',b'Male',26,b'FR',b'Student',293,15,0.39,b'Web',0,1,1
b'791',b'Female',52,b'AU',b'Family',80,13,0.56,b'Web',0,1,0
b'792',b'Female',27,b'US',b'Student',222,73,0.17,b'Mobile',0,1,1
b'793',b'Other',32,b'DE',b'Family',100,16,0.3,b'Desktop',0,1,1
b'794',b'Male',20,b'PK',b'Family',185,79,0.37,b'Web',0,1,0
b'795',b'Other',47,b'DE',b'Student',94,57,0.18,b'Mobile',0,1,0
b'796',b'Female',31,b'IN',b'Family',47,19,0.05,b'Desktop',0,1,0
b'797',b'Female',30,b'AU',b'Premium',173,95,0.44,b'Web',0,1,0
b'798',b'Female',27,b'FR',b'Premium',185,6,0.18,b'Desktop',0,1,0
b'799',b'Other',30,b'AU',b'Student',175,17,0.33,b'Web',0,1,0
b'800',b'Female',17,b'IN',b'Student',134,6,0.51,b'Desktop',0,1,0
b'801',b'Male',56,b'IN',b'Premium',253,15,0.54,b'Desktop',0,1,1
b'802',b'Other',57,b'FR',b'Premium',161,56,0.6,b'Desktop',0,1,0
b'803',b'Other',57,b'AU',b'Family',47,59,0.09,b'Web',0,1,1
b'804',b'Male',41,b'DE',b'Premium',286,72,0.14,b'Web',0,1,0
b'805',b'Female',36,b'DE',b'Student',194,12,0.02,b'Desktop',0,1,0
b'806',b'Other',22,b'AU',b'Student',87,39,0.5,b'Web',0,1,0
b'807',b'Female',40,b'US',b'Family',92,65,0.04,b'Mobile',0,1,0
b'808',b'Male',36,b'UK',b'Premium',242,7,0.04,b'Web',0,1,0
b'809',b'Other',19,b'AU',b'Free',26,2,0.58,b'Web',35,0,1
b'810',b'Other',44,b'PK',b'Family',255,36,0.09,b'Desktop',0,1,0
b'811',b'Male',57,b'UK',b'Family',204,21,0.3,b'Mobile',0,1,0
b'812',b'Other',17,b'UK',b'Premium',62,25,0.25,b'Mobile',0,1,1
b'813',b'Male',26,b'IN',b'Student',19,68,0.1,b'Desktop',0,1,0
b'814',b'Other',19,b'FR',b'Free',197,33,0.17,b'Web',41,0,0
b'815',b'Other',24,b'UK',b'Family',49,21,0.22,b'Desktop',0,1,0
b'816',b'Female',22,b'UK',b'Free',87,60,0.34,b'Desktop',41,0,0
b'817',b'Other',57,b'FR',b'Family',39,24,0.16,b'Web',0,1,1
b'818',b'Male',51,b'DE',b'Premium',24,73,0.07,b'Desktop',0,1,0
b'819',b'Other',44,b'AU',b'Premium',162,52,0.25,b'Web',0,1,1
b'820',b'Other',43,b'IN',b'Family',61,20,0.05,b'Mobile',0,1,0
b'821',b'Female',32,b'UK',b'Student',138,67,0.3,b'Web',0,1,1
b'822',b'Female',20,b'FR',b'Free',181,81,0.12,b'Mobile',43,0,0
b'823',b'Female',56,b'US',b'Student',37,33,0.11,b'Mobile',0,1,0
b'824',b'Male',32,b'CA',b'Premium',146,57,0.36,b'Desktop',0,1,1
b'825',b'Female',31,b'PK',b'Family',82,95,0.46,b'Desktop',0,1,0
b'826',b'Male',26,b'US',b'Family',82,93,0.05,b'Mobile',0,1,0
b'827',b'Other',54,b'UK',b'Family',194,66,0.43,b'Mobile',0,1,1
b'828',b'Male',17,b'FR',b'Student',61,15,0.56,b'Web',0,1,0
b'829',b'Male',47,b'FR',b'Premium',191,10,0.21,b'Desktop',0,1,1
b'830',b'Other',22,b'DE',b'Family',107,13,0.55,b'Web',0,1,0
b'831',b'Female',31,b'CA',b'Student',293,55,0.52,b'Desktop',0,1,0
b'832',b'Other',31,b'PK',b'Premium',64,83,0.18,b'Desktop',0,1,1
b'833',b'Other',32,b'AU',b'Family',262,20,0.37,b'Desktop',0,1,0
b'834',b'Male',26,b'PK',b'Family',172,8,0.4,b'Mobile',0,1,0
b'835',b'Male',26,b'CA',b'Family',206,5,0.1,b'Desktop',0,1,0
b'836',b'Male',17,b'US',b'Free',250,80,0.27,b'Web',12,0,0
b'837',b'Female',25,b'PK',b'Free',118,77,0.57,b'Web',43,0,0
b'838',b'Male',31,b'UK',b'Student',173,28,0.42,b'Desktop',0,1,0
b'839',b'Other',55,b'CA',b'Premium',85,53,0.06,b'Mobile',0,1,0
b'840',b'Other',36,b'US',b'Premium',130,78,0.47,b'Mobile',0,1,1
b'841',b'Female',39,b'CA',b'Free',162,4,0.49,b'Web',5,0,0
b'842',b'Male',35,b'UK',b'Student',192,90,0.56,b'Web',0,1,1
b'843',b'Male',22,b'US',b'Premium',80,58,0.18,b'Desktop',0,1,0
b'844',b'Other',45,b'IN',b'Family',13,44,0.12,b'Mobile',0,1,0
b'845',b'Other',30,b'IN',b'Premium',45,61,0.34,b'Web',0,1,1
b'846',b'Female',51,b'AU',b'Family',71,95,0.18,b'Mobile',0,1,0
b'847',b'Other',44,b'IN',b'Family',84,83,0.04,b'Web',0,1,0
b'848',b'Male',39,b'IN',b'Student',226,92,0.04,b'Mobile',0,1,0
b'849',b'Other',46,b'UK',b'Premium',74,66,0.02,b'Desktop',0,1,0
b'850',b'Other',20,b'UK',b'Family',22,58,0.03,b'Mobile',0,1,1
b'851',b'Other',32,b'UK',b'Student',106,8,0.52,b'Mobile',0,1,0
b'852',b'Other',18,b'UK',b'Family',174,49,0.57,b'Mobile',0,1,0
b'853',b'Male',24,b'PK',b'Family',297,18,0.22,b'Web',0,1,0
b'854',b'Male',54,b'IN',b'Free',48,26,0.56,b'Mobile',5,0,0
b'855',b'Female',40,b'CA',b'Free',89,5,0.39,b'Web',30,0,0
b'856',b'Female',59,b'US',b'Premium',204,47,0.11,b'Desktop',0,1,0
b'857',b'Male',41,b'US',b'Premium',286,61,0.02,b'Desktop',0,1,1
b'858',b'Other',38,b'US',b'Premium',163,54,0.42,b'Desktop',0,1,0
b'859',b'Male',41,b'PK',b'Premium',95,13,0.23,b'Mobile',0,1,1
b'860',b'Male',30,b'UK',b'Premium',14,88,0.03,b'Desktop',0,1,0
b'861',b'Male',46,b'AU',b'Student',252,60,0.31,b'Web',0,1,0
b'862',b'Female',44,b'PK',b'Student',196,6,0.29,b'Desktop',0,1,0
b'863',b'Male',59,b'DE',b'Student',250,12,0.56,b'Web',0,1,0
b'864',b'Female',53,b'DE',b'Family',299,67,0.38,b'Web',0,1,0
b'865',b'Male',26,b'AU',b'Student',18,12,0.38,b'Mobile',0,1,0
b'866',b'Male',44,b'UK',b'Free',58,61,0.26,b'Desktop',14,0,0
b'867',b'Male',35,b'FR',b'Family',73,7,0.12,b'Desktop',0,1,1
b'868',b'Male',33,b'DE',b'Free',239,17,0.25,b'Web',28,0,1
b'869',b'Female',53,b'CA',b'Student',107,38,0.36,b'Mobile',0,1,0
b'870',b'Female',27,b'CA',b'Free',230,13,0.24,b'Mobile',46,0,1
b'871',b'Male',24,b'FR',b'Free',119,67,0.08,b'Mobile',11,0,0
b'872',b'Male',29,b'US',b'Student',296,56,0.12,b'Mobile',0,1,1
b'873',b'Other',49,b'US',b'Free',132,31,0.22,b'Desktop',6,0,0
b'874',b'Male',52,b'CA',b'Free',251,30,0.29,b'Desktop',37,0,0
b'875',b'Male',38,b'DE',b'Premium',276,32,0.35,b'Mobile',0,1,0
b'876',b'Female',37,b'IN',b'Premium',180,40,0.28,b'Web',0,1,0
b'877',b'Female',25,b'AU',b'Premium',63,37,0.15,b'Desktop',0,1,1
b'878',b'Female',45,b'PK',b'Free',221,6,0.48,b'Mobile',21,0,1
b'879',b'Other',27,b'PK',b'Student',235,78,0.6,b'Web',0,1,1
b'880',b'Female',50,b'FR',b'Premium',207,5,0.3,b'Desktop',0,1,0
b'881',b'Other',58,b'UK',b'Student',171,78,0.19,b'Mobile',0,1,0
b'882',b'Male',32,b'FR',b'Family',108,52,0.11,b'Mobile',0,1,1
b'883',b'Female',44,b'FR',b'Student',119,51,0.1,b'Web',0,1,0
b'884',b'Male',41,b'UK',b'Premium',187,13,0.42,b'Mobile',0,1,0
b'885',b'Male',22,b'IN',b'Family',140,52,0.36,b'Desktop',0,1,0
b'886',b'Male',59,b'AU',b'Free',51,99,0.55,b'Web',8,0,1
b'887',b'Male',38,b'UK',b'Premium',224,78,0.23,b'Desktop',0,1,1
b'888',b'Other',38,b'CA',b'Premium',111,49,0.12,b'Desktop',0,1,0
b'889',b'Other',59,b'AU',b'Premium',253,19,0.18,b'Desktop',0,1,0
b'890',b'Female',48,b'FR',b'Free',246,27,0.41,b'Web',24,0,0
b'891',b'Other',28,b'FR',b'Free',26,59,0.25,b'Desktop',5,0,0
b'892',b'Female',48,b'IN',b'Free',134,79,0.16,b'Mobile',31,0,0
b'893',b'Male',37,b'DE',b'Student',113,50,0.51,b'Web',0,1,0
b'894',b'Female',33,b'UK',b'Free',288,13,0.59,b'Desktop',39,0,1
b'895',b'Female',40,b'CA',b'Family',266,71,0.31,b'Web',0,1,0
b'896',b'Other',42,b'AU',b'Premium',214,25,0.3,b'Desktop',0,1,0
b'897',b'Male',20,b'IN',b'Student',247,87,0.14,b'Web',0,1,0
b'898',b'Other',49,b'PK',b'Student',236,9,0.6,b'Web',0,1,1
b'899',b'Female',46,b'FR',b'Family',217,42,0.13,b'Mobile',0,1,0
b'900',b'Other',28,b'AU',b'Student',33,67,0.12,b'Desktop',0,1,1
b'901',b'Female',59,b'UK',b'Premium',118,50,0.26,b'Desktop',0,1,0
b'902',b'Female',46,b'US',b'Premium',50,82,0.14,b'Web',0,1,0
b'903',b'Female',57,b'FR',b'Free',206,97,0.39,b'Desktop',38,0,1
b'904',b'Female',35,b'AU',b'Family',149,17,0.12,b'Mobile',0,1,0
b'905',b'Female',43,b'IN',b'Student',273,12,0.31,b'Mobile',0,1,1
b'906',b'Male',16,b'CA',b'Free',183,71,0.1,b'Mobile',22,0,0
b'907',b'Male',57,b'IN',b'Free',212,90,0.22,b'Mobile',14,0,0
b'908',b'Female',55,b'CA',b'Premium',63,75,0.46,b'Mobile',0,1,1
b'909',b'Female',50,b'US',b'Free',210,48,0.25,b'Desktop',21,0,0
b'910',b'Male',29,b'PK',b'Free',128,5,0.25,b'Web',7,0,0
b'911',b'Other',16,b'PK',b'Premium',114,27,0.44,b'Desktop',0,1,0
b'912',b'Other',56,b'PK',b'Family',138,47,0.56,b'Desktop',0,1,1
b'913',b'Female',59,b'DE',b'Student',233,57,0.59,b'Web',0,1,0
b'914',b'Male',45,b'PK',b'Free',254,75,0.56,b'Web',31,0,0
b'915',b'Female',53,b'UK',b'Student',270,29,0.13,b'Web',0,1,0
b'916',b'Female',34,b'AU',b'Premium',267,26,0.21,b'Mobile',0,1,1
b'917',b'Other',20,b'AU',b'Family',160,16,0.5,b'Mobile',0,1,1
b'918',b'Male',32,b'DE',b'Premium',271,34,0.28,b'Web',0,1,1
b'919',b'Other',20,b'AU',b'Free',170,8,0.29,b'Desktop',46,0,0
b'920',b'Female',47,b'AU',b'Free',208,49,0.3,b'Mobile',45,0,0
b'921',b'Other',22,b'CA',b'Premium',224,99,0.3,b'Web',0,1,1
b'922',b'Male',27,b'DE',b'Student',275,34,0.13,b'Mobile',0,1,0
b'923',b'Male',48,b'US',b'Free',243,48,0.6,b'Desktop',33,0,1
b'924',b'Male',34,b'UK',b'Family',221,45,0.49,b'Desktop',0,1,0
b'925',b'Other',47,b'DE',b'Free',271,94,0.52,b'Desktop',31,0,1
b'926',b'Female',24,b'CA',b'Premium',275,23,0.25,b'Web',0,1,0
b'927',b'Male',53,b'CA',b'Premium',269,43,0.19,b'Web',0,1,0
b'928',b'Male',36,b'FR',b'Student',236,70,0.02,b'Web',0,1,1
b'929',b'Female',45,b'FR',b'Premium',246,52,0.35,b'Desktop',0,1,0
b'930',b'Female',30,b'IN',b'Family',222,13,0.31,b'Web',0,1,0
b'931',b'Female',53,b'AU',b'Family',112,24,0.48,b'Web',0,1,1
b'932',b'Other',33,b'US',b'Premium',18,73,0.22,b'Mobile',0,1,0
b'933',b'Female',52,b'US',b'Premium',109,11,0.2,b'Web',0,1,0
b'934',b'Female',29,b'US',b'Student',246,2,0.23,b'Web',0,1,0
b'935',b'Male',51,b'UK',b'Premium',102,50,0.48,b'Desktop',0,1,0
b'936',b'Female',42,b'DE',b'Student',180,63,0.57,b'Web',0,1,0
b'937',b'Female',30,b'PK',b'Family',16,51,0.41,b'Desktop',0,1,0
b'938',b'Other',25,b'US',b'Family',155,98,0.48,b'Mobile',0,1,1
b'939',b'Other',48,b'UK',b'Free',287,79,0.13,b'Desktop',24,0,1
b'940',b'Other',28,b'US',b'Free',67,67,0.13,b'Web',44,0,0
b'941',b'Male',46,b'DE',b'Student',241,7,0.14,b'Web',0,1,0
b'942',b'Female',48,b'US',b'Premium',105,13,0.29,b'Desktop',0,1,0
b'943',b'Other',35,b'DE',b'Family',65,83,0.08,b'Web',0,1,0
b'944',b'Other',55,b'UK',b'Premium',102,60,0.59,b'Web',0,1,1
b'945',b'Male',50,b'US',b'Student',198,81,0.49,b'Desktop',0,1,0
b'946',b'Female',16,b'CA',b'Student',156,16,0.14,b'Mobile',0,1,0
b'947',b'Male',28,b'FR',b'Premium',266,51,0.32,b'Mobile',0,1,1
b'948',b'Male',31,b'AU',b'Student',33,21,0.16,b'Web',0,1,1
b'949',b'Male',36,b'DE',b'Premium',42,79,0.51,b'Mobile',0,1,0
b'950',b'Female',19,b'PK',b'Family',34,18,0.06,b'Mobile',0,1,0
b'951',b'Male',50,b'US',b'Student',234,90,0.13,b'Mobile',0,1,1
b'952',b'Male',33,b'CA',b'Family',44,40,0.01,b'Desktop',0,1,0
b'953',b'Other',35,b'DE',b'Family',273,50,0.36,b'Desktop',0,1,0
b'954',b'Other',21,b'PK',b'Family',28,82,0.06,b'Desktop',0,1,0
b'955',b'Other',17,b'FR',b'Student',46,17,0.17,b'Mobile',0,1,0
b'956',b'Male',19,b'PK',b'Family',291,5,0.1,b'Mobile',0,1,1
b'957',b'Other',33,b'AU',b'Family',174,74,0.16,b'Web',0,1,1
b'958',b'Male',36,b'AU',b'Family',255,92,0.44,b'Desktop',0,1,0
b'959',b'Other',50,b'AU',b'Premium',157,32,0.42,b'Desktop',0,1,0
b'960',b'Male',54,b'DE',b'Family',281,16,0.36,b'Web',0,1,0
b'961',b'Male',36,b'FR',b'Free',102,71,0.34,b'Web',20,0,0
b'962',b'Female',49,b'FR',b'Premium',184,33,0.35,b'Desktop',0,1,0
b'963',b'Female',35,b'CA',b'Premium',173,48,0.57,b'Web',0,1,0
b'964',b'Female',53,b'CA',b'Free',266,33,0.23,b'Desktop',32,0,1
b'965',b'Male',55,b'DE',b'Free',236,34,0.38,b'Mobile',47,0,0
b'966',b'Female',36,b'UK',b'Student',35,82,0.2,b'Web',0,1,0
b'967',b'Female',47,b'PK',b'Family',192,18,0.54,b'Web',0,1,1
b'968',b'Female',22,b'AU',b'Family',99,63,0.56,b'Desktop',0,1,0
b'969',b'Other',55,b'AU',b'Premium',100,31,0.07,b'Mobile',0,1,0
b'970',b'Male',47,b'DE',b'Premium',164,42,0.38,b'Mobile',0,1,0
b'971',b'Male',18,b'FR',b'Free',30,29,0.03,b'Mobile',46,0,0
b'972',b'Other',42,b'AU',b'Free',121,14,0.41,b'Desktop',37,0,0
b'973',b'Male',42,b'FR',b'Family',166,80,0.29,b'Web',0,1,1
b'974',b'Male',51,b'FR',b'Free',272,20,0.17,b'Desktop',11,0,0
b'975',b'Male',24,b'PK',b'Student',160,56,0.11,b'Desktop',0,1,0
b'976',b'Male',28,b'PK',b'Premium',96,53,0.44,b'Web',0,1,0
b'977',b'Other',17,b'US',b'Free',125,30,0.25,b'Desktop',25,0,0
b'978',b'Other',41,b'US',b'Premium',219,54,0.21,b'Web',0,1,1
b'979',b'Female',48,b'DE',b'Premium',115,19,0.25,b'Web',0,1,1
b'980',b'Male',50,b'IN',b'Family',128,60,0.1,b'Mobile',0,1,0
b'981',b'Other',42,b'FR',b'Premium',257,34,0.0,b'Mobile',0,1,0
b'982',b'Female',35,b'PK',b'Student',48,5,0.44,b'Web',0,1,0
b'983',b'Male',19,b'UK',b'Family',274,96,0.57,b'Mobile',0,1,0
b'984',b'Male',31,b'US',b'Premium',75,4,0.04,b'Web',0,1,0
b'985',b'Male',37,b'PK',b'Free',287,94,0.5,b'Mobile',28,0,0
b'986',b'Male',43,b'US',b'Free',58,3,0.22,b'Desktop',20,0,1
b'987',b'Female',37,b'US',b'Free',195,27,0.11,b'Desktop',31,0,0
b'988',b'Female',35,b'CA',b'Premium',119,98,0.51,b'Desktop',0,1,0
b'989',b'Male',41,b'AU',b'Free',248,79,0.37,b'Mobile',16,0,0
b'990',b'Female',47,b'FR',b'Free',212,50,0.44,b'Desktop',39,0,1
b'991',b'Male',51,b'UK',b'Premium',296,10,0.21,b'Desktop',0,1,0
b'992',b'Female',43,b'UK',b'Free',197,77,0.43,b'Mobile',27,0,1
b'993',b'Male',56,b'US',b'Premium',245,60,0.35,b'Desktop',0,1,0
b'994',b'Male',46,b'US',b'Premium',159,52,0.09,b'Web',0,1,0
b'995',b'Male',56,b'CA',b'Free',252,98,0.48,b'Web',19,0,0
b'996',b'Other',39,b'DE',b'Free',142,46,0.45,b'Web',40,0,0
b'997',b'Other',50,b'US',b'Family',43,11,0.36,b'Mobile',0,1,1
b'998',b'Other',45,b'IN',b'Premium',56,14,0.44,b'Desktop',0,1,1
b'999',b'Male',56,b'IN',b'Student',56,54,0.54,b'Web',0,1,1
b'1000',b'Male',18,b'US',b'Student',174,41,0.46,b'Desktop',0,1,0
b'1001',b'Female',31,b'IN',b'Premium',292,54,0.26,b'Mobile',0,1,0
b'1002',b'Other',46,b'IN',b'Student',216,74,0.25,b'Mobile',0,1,0
b'1003',b'Male',18,b'PK',b'Student',272,21,0.57,b'Web',0,1,0
b'1004',b'Female',25,b'CA',b'Free',31,15,0.01,b'Mobile',38,0,0
b'1005',b'Female',22,b'IN',b'Student',16,24,0.36,b'Mobile',0,1,1
b'1006',b'Other',19,b'UK',b'Family',68,90,0.0,b'Mobile',0,1,0
b'1007',b'Female',18,b'UK',b'Student',255,68,0.19,b'Web',0,1,0
b'1008',b'Other',49,b'UK',b'Premium',137,43,0.31,b'Desktop',0,1,0
b'1009',b'Female',59,b'PK',b'Family',86,17,0.12,b'Mobile',0,1,1
b'1010',b'Other',59,b'FR',b'Student',275,25,0.6,b'Web',0,1,1
b'1011',b'Female',38,b'FR',b'Free',125,63,0.59,b'Web',12,0,0
b'1012',b'Other',43,b'AU',b'Family',26,68,0.34,b'Mobile',0,1,0
b'1013',b'Female',31,b'CA',b'Family',237,38,0.07,b'Desktop',0,1,1
b'1014',b'Other',28,b'DE',b'Family',258,20,0.51,b'Mobile',0,1,1
b'1015',b'Male',20,b'PK',b'Student',290,42,0.18,b'Mobile',0,1,0
b'1016',b'Other',22,b'US',b'Free',29,35,0.46,b'Web',9,0,0
b'1017',b'Female',22,b'US',b'Free',224,4,0.04,b'Web',13,0,0
b'1018',b'Other',51,b'DE',b'Family',199,35,0.51,b'Mobile',0,1,0
b'1019',b'Female',35,b'AU',b'Premium',34,42,0.15,b'Web',0,1,0
b'1020',b'Other',34,b'FR',b'Student',73,58,0.49,b'Mobile',0,1,1
b'1021',b'Other',33,b'PK',b'Free',140,40,0.27,b'Web',32,0,0
b'1022',b'Male',42,b'FR',b'Student',263,60,0.02,b'Web',0,1,1
b'1023',b'Female',16,b'AU',b'Premium',193,53,0.12,b'Mobile',0,1,0
b'1024',b'Male',51,b'IN',b'Premium',289,82,0.35,b'Mobile',0,1,0
b'1025',b'Male',56,b'DE',b'Free',211,86,0.48,b'Web',7,0,0
b'1026',b'Other',57,b'FR',b'Family',110,58,0.12,b'Desktop',0,1,0
b'1027',b'Other',21,b'FR',b'Family',52,32,0.21,b'Mobile',0,1,1
b'1028',b'Other',20,b'US',b'Premium',81,23,0.1,b'Mobile',0,1,0
b'1029',b'Female',53,b'CA',b'Premium',237,18,0.18,b'Web',0,1,0
b'1030',b'Other',40,b'US',b'Family',88,88,0.06,b'Desktop',0,1,0
b'1031',b'Male',30,b'UK',b'Free',10,57,0.05,b'Web',5,0,0
b'1032',b'Other',43,b'FR',b'Family',255,3,0.13,b'Desktop',0,1,0
b'1033',b'Other',53,b'CA',b'Family',276,4,0.49,b'Web',0,1,0
b'1034',b'Other',53,b'DE',b'Free',291,45,0.35,b'Web',10,0,0
b'1035',b'Other',52,b'AU',b'Premium',272,53,0.45,b'Web',0,1,0
b'1036',b'Male',34,b'UK',b'Free',254,74,0.6,b'Mobile',34,0,0
b'1037',b'Male',32,b'IN',b'Free',78,95,0.43,b'Desktop',26,0,0
b'1038',b'Other',22,b'CA',b'Student',78,9,0.21,b'Desktop',0,1,0
b'1039',b'Male',29,b'US',b'Student',228,27,0.42,b'Desktop',0,1,0
b'1040',b'Female',52,b'CA',b'Premium',38,92,0.28,b'Mobile',0,1,0
b'1041',b'Female',32,b'US',b'Family',131,41,0.36,b'Web',0,1,0
b'1042',b'Male',56,b'UK',b'Premium',273,21,0.31,b'Mobile',0,1,0
b'1043',b'Male',55,b'DE',b'Premium',161,4,0.03,b'Desktop',0,1,0
b'1044',b'Male',25,b'AU',b'Free',154,4,0.39,b'Mobile',14,0,1
b'1045',b'Male',36,b'UK',b'Premium',49,12,0.5,b'Desktop',0,1,0
b'1046',b'Female',46,b'US',b'Premium',32,84,0.24,b'Mobile',0,1,0
b'1047',b'Male',25,b'DE',b'Student',83,34,0.55,b'Desktop',0,1,0
b'1048',b'Male',58,b'FR',b'Free',59,26,0.37,b'Mobile',8,0,0
b'1049',b'Other',55,b'CA',b'Premium',67,83,0.16,b'Desktop',0,1,0
b'1050',b'Other',16,b'AU',b'Free',280,56,0.01,b'Mobile',35,0,0
b'1051',b'Male',20,b'DE',b'Student',85,41,0.34,b'Web',0,1,0
b'1052',b'Female',33,b'AU',b'Family',169,6,0.32,b'Mobile',0,1,0
b'1053',b'Female',55,b'US',b'Free',185,14,0.43,b'Mobile',30,0,0
b'1054',b'Male',40,b'CA',b'Free',37,71,0.51,b'Mobile',41,0,1
b'1055',b'Other',49,b'AU',b'Student',153,88,0.49,b'Web',0,1,1
b'1056',b'Female',32,b'DE',b'Family',221,96,0.37,b'Mobile',0,1,0
b'1057',b'Other',56,b'AU',b'Free',169,90,0.59,b'Desktop',33,0,0
b'1058',b'Male',54,b'US',b'Free',79,14,0.34,b'Desktop',40,0,0
b'1059',b'Male',21,b'UK',b'Student',44,41,0.31,b'Mobile',0,1,1
b'1060',b'Female',22,b'IN',b'Family',204,19,0.42,b'Web',0,1,0
b'1061',b'Male',24,b'AU',b'Family',181,75,0.58,b'Mobile',0,1,0
b'1062',b'Female',28,b'US',b'Student',57,12,0.14,b'Mobile',0,1,0
b'1063',b'Female',54,b'FR',b'Student',53,23,0.44,b'Mobile',0,1,0
b'1064',b'Female',28,b'US',b'Premium',201,54,0.41,b'Mobile',0,1,1
b'1065',b'Male',49,b'US',b'Premium',74,27,0.22,b'Mobile',0,1,0
b'1066',b'Male',26,b'IN',b'Free',95,50,0.26,b'Mobile',39,0,0
b'1067',b'Male',31,b'UK',b'Free',282,58,0.06,b'Desktop',15,0,1
b'1068',b'Female',46,b'CA',b'Family',54,79,0.23,b'Desktop',0,1,0
b'1069',b'Male',21,b'IN',b'Student',58,24,0.47,b'Web',0,1,0
b'1070',b'Other',32,b'IN',b'Family',219,25,0.06,b'Desktop',0,1,1
b'1071',b'Other',28,b'DE',b'Premium',178,14,0.35,b'Web',0,1,0
b'1072',b'Male',51,b'AU',b'Student',282,15,0.22,b'Mobile',0,1,0
b'1073',b'Other',45,b'DE',b'Student',243,9,0.02,b'Web',0,1,0
b'1074',b'Other',40,b'US',b'Family',175,20,0.41,b'Mobile',0,1,0
b'1075',b'Male',30,b'IN',b'Free',246,13,0.03,b'Web',13,0,1
b'1076',b'Other',43,b'UK',b'Premium',277,45,0.29,b'Web',0,1,0
b'1077',b'Female',32,b'PK',b'Family',69,8,0.57,b'Mobile',0,1,1
b'1078',b'Male',54,b'PK',b'Family',182,69,0.17,b'Mobile',0,1,0
b'1079',b'Female',23,b'UK',b'Student',176,57,0.11,b'Mobile',0,1,0
b'1080',b'Other',21,b'AU',b'Family',47,86,0.15,b'Mobile',0,1,0
b'1081',b'Male',41,b'IN',b'Family',256,20,0.46,b'Desktop',0,1,0
b'1082',b'Male',17,b'FR',b'Student',74,86,0.54,b'Desktop',0,1,0
b'1083',b'Male',46,b'PK',b'Student',111,19,0.06,b'Desktop',0,1,0
b'1084',b'Male',50,b'US',b'Free',50,39,0.31,b'Web',13,0,0
b'1085',b'Other',42,b'DE',b'Free',17,55,0.58,b'Mobile',49,0,1
b'1086',b'Female',46,b'UK',b'Student',85,75,0.15,b'Mobile',0,1,0
b'1087',b'Other',17,b'US',b'Family',177,79,0.38,b'Desktop',0,1,1
