gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,is_churned
b'Female',47,b'AU',b'Free',208,49,0.3,b'Mobile',45,0
b'Other',22,b'CA',b'Premium',224,99,0.3,b'Web',0,1
b'Male',27,b'DE',b'Student',275,34,0.13,b'Mobile',0,0
b'Male',48,b'US',b'Free',243,48,0.6,b'Desktop',33,1
b'Male',34,b'UK',b'Family',221,45,0.49,b'Desktop',0,0
b'Other',47,b'DE',b'Free',271,94,0.52,b'Desktop',31,1
b'Female',24,b'CA',b'Premium',275,23,0.25,b'Web',0,0
b'Male',53,b'CA',b'Premium',269,43,0.19,b'Web',0,0
b'Male',36,b'FR',b'Student',236,70,0.02,b'Web',0,1
b'Female',45,b'FR',b'Premium',246,52,0.35,b'Desktop',0,0
b'Female',30,b'IN',b'Family',222,13,0.31,b'Web',0,0
b'Female',53,b'AU',b'Family',112,24,0.48,b'Web',0,1
b'Other',33,b'US',b'Premium',18,73,0.22,b'Mobile',0,0
b'Female',52,b'US',b'Premium',109,11,0.2,b'Web',0,0
b'Female',29,b'US',b'Student',246,2,0.23,b'Web',0,0
b'Male',51,b'UK',b'Premium',102,50,0.48,b'Desktop',0,0
b'Female',42,b'DE',b'Student',180,63,0.57,b'Web',0,0
b'Female',30,b'PK',b'Family',16,51,0.41,b'Desktop',0,0
b'Other',25,b'US',b'Family',155,98,0.48,b'Mobile',0,1
b'Other',48,b'UK',b'Free',287,79,0.13,b'Desktop',24,1
b'Other',28,b'US',b'Free',67,67,0.13,b'Web',44,0
b'Male',46,b'DE',b'Student',241,7,0.14,b'Web',0,0
b'Female',48,b'US',b'Premium',105,13,0.29,b'Desktop',0,0
b'Other',35,b'DE',b'Family',65,83,0.08,b'Web',0,0
b'Other',55,b'UK',b'Premium',102,60,0.59,b'Web',0,1
b'Male',50,b'US',b'Student',198,81,0.49,b'Desktop',0,0
b'Female',16,b'CA',b'Student',156,16,0.14,b'Mobile',0,0
b'Male',28,b'FR',b'Premium',266,51,0.32,b'Mobile',0,1
b'Male',31,b'AU',b'Student',33,21,0.16,b'Web',0,1
b'Male',36,b'DE',b'Premium',42,79,0.51,b'Mobile',0,0
b'Female',19,b'PK',b'Family',34,18,0.06,b'Mobile',0,0
b'Male',50,b'US',b'Student',234,90,0.13,b'Mobile',0,1
b'Male',33,b'CA',b'Family',44,40,0.01,b'Desktop',0,0
b'Other',35,b'DE',b'Family',273,50,0.36,b'Desktop',0,0
b'Other',21,b'PK',b'Family',28,82,0.06,b'Desktop',0,0
b'Other',17,b'FR',b'Student',46,17,0.17,b'Mobile',0,0
b'Male',19,b'PK',b'Family',291,5,0.1,b'Mobile',0,1
b'Other',33,b'AU',b'Family',174,74,0.16,b'Web',0,1
b'Male',36,b'AU',b'Family',255,92,0.44,b'Desktop',0,0
b'Other',50,b'AU',b'Premium',157,32,0.42,b'Desktop',0,0
b'Male',54,b'DE',b'Family',281,16,0.36,b'Web',0,0
b'Male',36,b'FR',b'Free',102,71,0.34,b'Web',20,0
b'Female',49,b'FR',b'Premium',184,33,0.35,b'Desktop',0,0
b'Female',35,b'CA',b'Premium',173,48,0.57,b'Web',0,0
b'Female',53,b'CA',b'Free',266,33,0.23,b'Desktop',32,1
b'Male',55,b'DE',b'Free',236,34,0.38,b'Mobile',47,0
b'Female',36,b'UK',b'Student',35,82,0.2,b'Web',0,0
b'Female',47,b'PK',b'Family',192,18,0.54,b'Web',0,1
b'Female',22,b'AU',b'Family',99,63,0.56,b'Desktop',0,0
b'Other',55,b'AU',b'Premium',100,31,0.07,b'Mobile',0,0
b'Male',47,b'DE',b'Premium',164,42,0.38,b'Mobile',0,0
b'Male',18,b'FR',b'Free',30,29,0.03,b'Mobile',46,0
b'Other',42,b'AU',b'Free',121,14,0.41,b'Desktop',37,0
b'Male',42,b'FR',b'Family',166,80,0.29,b'Web',0,1
b'Male',51,b'FR',b'Free',272,20,0.17,b'Desktop',11,0
b'Male',24,b'PK',b'Student',160,56,0.11,b'Desktop',0,0
b'Male',28,b'PK',b'Premium',96,53,0.44,b'Web',0,0
b'Other',17,b'US',b'Free',125,30,0.25,b'Desktop',25,0
b'Other',41,b'US',b'Premium',219,54,0.21,b'Web',0,1
b'Female',48,b'DE',b'Premium',115,19,0.25,b'Web',0,1
b'Male',50,b'IN',b'Family',128,60,0.1,b'Mobile',0,0
b'Other',42,b'FR',b'Premium',257,34,0.0,b'Mobile',0,0
b'Female',35,b'PK',b'Student',48,5,0.44,b'Web',0,0
b'Male',19,b'UK',b'Family',274,96,0.57,b'Mobile',0,0
b'Male',31,b'US',b'Premium',75,4,0.04,b'Web',0,0
b'Male',37,b'PK',b'Free',287,94,0.5,b'Mobile',28,0
b'Male',43,b'US',b'Free',58,3,0.22,b'Desktop',20,1
b'Female',37,b'US',b'Free',195,27,0.11,b'Desktop',31,0
b'Female',35,b'CA',b'Premium',119,98,0.51,b'Desktop',0,0
b'Male',41,b'AU',b'Free',248,79,0.37,b'Mobile',16,0
b'Female',47,b'FR',b'Free',212,50,0.44,b'Desktop',39,1
b'Male',51,b'UK',b'Premium',296,10,0.21,b'Desktop',0,0
b'Female',43,b'UK',b'Free',197,77,0.43,b'Mobile',27,1
b'Male',56,b'US',b'Premium',245,60,0.35,b'Desktop',0,0
b'Male',46,b'US',b'Premium',159,52,0.09,b'Web',0,0
b'Male',56,b'CA',b'Free',252,98,0.48,b'Web',19,0
b'Other',39,b'DE',b'Free',142,46,0.45,b'Web',40,0
b'Other',50,b'US',b'Family',43,11,0.36,b'Mobile',0,1
b'Other',45,b'IN',b'Premium',56,14,0.44,b'Desktop',0,1
b'Male',56,b'IN',b'Student',56,54,0.54,b'Web',0,1
b'Male',18,b'US',b'Student',174,41,0.46,b'Desktop',0,0
b'Female',31,b'IN',b'Premium',292,54,0.26,b'Mobile',0,0
b'Other',46,b'IN',b'Student',216,74,0.25,b'Mobile',0,0
b'Male',18,b'PK',b'Student',272,21,0.57,b'Web',0,0
b'Female',25,b'CA',b'Free',31,15,0.01,b'Mobile',38,0
b'Female',22,b'IN',b'Student',16,24,0.36,b'Mobile',0,1
b'Other',19,b'UK',b'Family',68,90,0.0,b'Mobile',0,0
b'Female',18,b'UK',b'Student',255,68,0.19,b'Web',0,0
b'Other',49,b'UK',b'Premium',137,43,0.31,b'Desktop',0,0
b'Female',59,b'PK',b'Family',86,17,0.12,b'Mobile',0,1
b'Other',59,b'FR',b'Student',275,25,0.6,b'Web',0,1
b'Female',38,b'FR',b'Free',125,63,0.59,b'Web',12,0
b'Other',43,b'AU',b'Family',26,68,0.34,b'Mobile',0,0
b'Female',31,b'CA',b'Family',237,38,0.07,b'Desktop',0,1
b'Other',28,b'DE',b'Family',258,20,0.51,b'Mobile',0,1
b'Male',20,b'PK',b'Student',290,42,0.18,b'Mobile',0,0
b'Other',22,b'US',b'Free',29,35,0.46,b'Web',9,0
b'Female',22,b'US',b'Free',224,4,0.04,b'Web',13,0
b'Other',51,b'DE',b'Family',199,35,0.51,b'Mobile',0,0
b'Female',35,b'AU',b'Premium',34,42,0.15,b'Web',0,0
b'Other',34,b'FR',b'Student',73,58,0.49,b'Mobile',0,1
b'Other',33,b'PK',b'Free',140,40,0.27,b'Web',32,0
b'Male',42,b'FR',b'Student',263,60,0.02,b'Web',0,1
b'Female',16,b'AU',b'Premium',193,53,0.12,b'Mobile',0,0
b'Male',51,b'IN',b'Premium',289,82,0.35,b'Mobile',0,0
b'Male',56,b'DE',b'Free',211,86,0.48,b'Web',7,0
b'Other',57,b'FR',b'Family',110,58,0.12,b'Desktop',0,0
b'Other',21,b'FR',b'Family',52,32,0.21,b'Mobile',0,1
b'Other',20,b'US',b'Premium',81,23,0.1,b'Mobile',0,0
b'Female',53,b'CA',b'Premium',237,18,0.18,b'Web',0,0
b'Other',40,b'US',b'Family',88,88,0.06,b'Desktop',0,0
b'Male',30,b'UK',b'Free',10,57,0.05,b'Web',5,0
b'Other',43,b'FR',b'Family',255,3,0.13,b'Desktop',0,0
b'Other',53,b'CA',b'Family',276,4,0.49,b'Web',0,0
b'Other',53,b'DE',b'Free',291,45,0.35,b'Web',10,0
b'Other',52,b'AU',b'Premium',272,53,0.45,b'Web',0,0
b'Male',34,b'UK',b'Free',254,74,0.6,b'Mobile',34,0
b'Male',32,b'IN',b'Free',78,95,0.43,b'Desktop',26,0
b'Other',22,b'CA',b'Student',78,9,0.21,b'Desktop',0,0
b'Male',29,b'US',b'Student',228,27,0.42,b'Desktop',0,0
b'Female',52,b'CA',b'Premium',38,92,0.28,b'Mobile',0,0
b'Female',32,b'US',b'Family',131,41,0.36,b'Web',0,0
b'Male',56,b'UK',b'Premium',273,21,0.31,b'Mobile',0,0
b'Male',55,b'DE',b'Premium',161,4,0.03,b'Desktop',0,0
b'Male',25,b'AU',b'Free',154,4,0.39,b'Mobile',14,1
b'Male',36,b'UK',b'Premium',49,12,0.5,b'Desktop',0,0
b'Female',46,b'US',b'Premium',32,84,0.24,b'Mobile',0,0
b'Male',25,b'DE',b'Student',83,34,0.55,b'Desktop',0,0
b'Male',58,b'FR',b'Free',59,26,0.37,b'Mobile',8,0
b'Other',55,b'CA',b'Premium',67,83,0.16,b'Desktop',0,0
b'Other',16,b'AU',b'Free',280,56,0.01,b'Mobile',35,0
b'Male',20,b'DE',b'Student',85,41,0.34,b'Web',0,0
b'Female',33,b'AU',b'Family',169,6,0.32,b'Mobile',0,0
b'Female',55,b'US',b'Free',185,14,0.43,b'Mobile',30,0
b'Male',40,b'CA',b'Free',37,71,0.51,b'Mobile',41,1
b'Other',49,b'AU',b'Student',153,88,0.49,b'Web',0,1
b'Female',32,b'DE',b'Family',221,96,0.37,b'Mobile',0,0
b'Other',56,b'AU',b'Free',169,90,0.59,b'Desktop',33,0
b'Male',54,b'US',b'Free',79,14,0.34,b'Desktop',40,0
b'Male',21,b'UK',b'Student',44,41,0.31,b'Mobile',0,1
b'Female',22,b'IN',b'Family',204,19,0.42,b'Web',0,0
b'Male',24,b'AU',b'Family',181,75,0.58,b'Mobile',0,0
b'Female',28,b'US',b'Student',57,12,0.14,b'Mobile',0,0
b'Female',54,b'FR',b'Student',53,23,0.44,b'Mobile',0,0
b'Female',28,b'US',b'Premium',201,54,0.41,b'Mobile',0,1
b'Male',49,b'US',b'Premium',74,27,0.22,b'Mobile',0,0
b'Male',26,b'IN',b'Free',95,50,0.26,b'Mobile',39,0
b'Male',31,b'UK',b'Free',282,58,0.06,b'Desktop',15,1
b'Female',46,b'CA',b'Family',54,79,0.23,b'Desktop',0,0
b'Male',21,b'IN',b'Student',58,24,0.47,b'Web',0,0
b'Other',32,b'IN',b'Family',219,25,0.06,b'Desktop',0,1
b'Other',28,b'DE',b'Premium',178,14,0.35,b'Web',0,0
b'Male',51,b'AU',b'Student',282,15,0.22,b'Mobile',0,0
b'Other',45,b'DE',b'Student',243,9,0.02,b'Web',0,0
b'Other',40,b'US',b'Family',175,20,0.41,b'Mobile',0,0
b'Male',30,b'IN',b'Free',246,13,0.03,b'Web',13,1
b'Other',43,b'UK',b'Premium',277,45,0.29,b'Web',0,0
b'Female',32,b'PK',b'Family',69,8,0.57,b'Mobile',0,1
b'Male',54,b'PK',b'Family',182,69,0.17,b'Mobile',0,0
b'Female',23,b'UK',b'Student',176,57,0.11,b'Mobile',0,0
b'Other',21,b'AU',b'Family',47,86,0.15,b'Mobile',0,0
b'Male',41,b'IN',b'Family',256,20,0.46,b'Desktop',0,0
b'Male',17,b'FR',b'Student',74,86,0.54,b'Desktop',0,0
b'Male',46,b'PK',b'Student',111,19,0.06,b'Desktop',0,0
b'Male',50,b'US',b'Free',50,39,0.31,b'Web',13,0
b'Other',42,b'DE',b'Free',17,55,0.58,b'Mobile',49,1
b'Female',46,b'UK',b'Student',85,75,0.15,b'Mobile',0,0
b'Other',17,b'US',b'Family',177,79,0.38,b'Desktop',0,1
b'Female',39,b'PK',b'Student',288,64,0.0,b'Web',0,1
b'Male',51,b'PK',b'Premium',299,93,0.58,b'Web',0,0
b'Other',25,b'DE',b'Family',242,19,0.4,b'Desktop',0,0
b'Male',51,b'AU',b'Family',113,33,0.04,b'Desktop',0,1
b'Male',25,b'PK',b'Student',24,60,0.57,b'Mobile',0,0
b'Female',54,b'IN',b'Free',70,56,0.37,b'Desktop',14,0
b'Other',37,b'UK',b'Student',194,62,0.04,b'Mobile',0,1
b'Male',59,b'AU',b'Free',232,80,0.25,b'Web',45,0
b'Female',47,b'FR',b'Family',52,7,0.45,b'Web',0,0
b'Female',56,b'FR',b'Premium',186,2,0.36,b'Mobile',0,0
b'Female',47,b'PK',b'Student',235,99,0.42,b'Mobile',0,0
b'Female',32,b'IN',b'Free',175,12,0.54,b'Desktop',30,0
b'Other',47,b'IN',b'Student',182,62,0.13,b'Desktop',0,1
b'Other',46,b'IN',b'Premium',244,14,0.2,b'Web',0,0
b'Male',47,b'FR',b'Family',240,47,0.16,b'Desktop',0,0
b'Other',49,b'IN',b'Student',217,27,0.38,b'Desktop',0,0
b'Other',32,b'FR',b'Family',106,5,0.28,b'Desktop',0,1
b'Other',21,b'FR',b'Student',125,11,0.57,b'Desktop',0,1
b'Female',41,b'FR',b'Free',298,30,0.42,b'Web',33,0
b'Other',25,b'PK',b'Family',254,64,0.39,b'Web',0,0
b'Other',25,b'IN',b'Premium',195,39,0.36,b'Desktop',0,0
b'Female',45,b'US',b'Family',101,64,0.41,b'Web',0,0
b'Female',30,b'DE',b'Family',32,42,0.52,b'Desktop',0,1
b'Male',26,b'DE',b'Free',288,40,0.16,b'Web',44,1
b'Male',42,b'PK',b'Free',262,41,0.17,b'Mobile',37,0
b'Male',53,b'UK',b'Student',83,6,0.03,b'Mobile',0,0
b'Other',35,b'UK',b'Student',255,34,0.02,b'Desktop',0,1
b'Other',23,b'FR',b'Family',47,85,0.42,b'Web',0,0
b'Other',55,b'IN',b'Free',180,93,0.6,b'Desktop',14,0
b'Female',24,b'US',b'Student',232,71,0.23,b'Mobile',0,0
b'Other',50,b'FR',b'Student',246,47,0.28,b'Web',0,1
b'Male',44,b'IN',b'Student',11,74,0.47,b'Mobile',0,0
b'Male',24,b'AU',b'Family',164,84,0.02,b'Desktop',0,1
b'Male',26,b'IN',b'Free',284,14,0.5,b'Desktop',10,0
b'Other',29,b'US',b'Premium',259,39,0.39,b'Mobile',0,1
b'Male',20,b'DE',b'Student',226,82,0.53,b'Desktop',0,0
b'Other',18,b'AU',b'Premium',111,42,0.54,b'Web',0,0
b'Other',17,b'DE',b'Free',146,68,0.16,b'Web',12,1
b'Male',21,b'AU',b'Free',129,5,0.02,b'Desktop',25,0
b'Other',20,b'CA',b'Student',241,68,0.22,b'Mobile',0,0
b'Female',27,b'IN',b'Free',144,75,0.2,b'Web',26,0
b'Other',27,b'US',b'Free',284,57,0.14,b'Desktop',41,1
b'Female',50,b'UK',b'Student',241,93,0.17,b'Web',0,1
b'Male',26,b'FR',b'Premium',290,14,0.33,b'Mobile',0,0
b'Female',23,b'FR',b'Student',137,39,0.49,b'Web',0,0
b'Male',56,b'FR',b'Premium',187,60,0.14,b'Web',0,0
b'Female',35,b'FR',b'Family',36,14,0.6,b'Web',0,0
b'Male',56,b'UK',b'Family',106,5,0.55,b'Web',0,1
b'Female',25,b'PK',b'Family',211,10,0.6,b'Mobile',0,0
b'Female',44,b'AU',b'Family',64,88,0.24,b'Web',0,0
b'Female',30,b'PK',b'Premium',49,75,0.36,b'Desktop',0,0
b'Male',53,b'CA',b'Student',68,82,0.57,b'Web',0,1
b'Male',31,b'US',b'Student',268,58,0.59,b'Web',0,0
b'Female',52,b'UK',b'Premium',118,67,0.57,b'Mobile',0,0
b'Female',31,b'AU',b'Free',200,50,0.33,b'Desktop',40,0
b'Female',49,b'US',b'Free',13,96,0.05,b'Mobile',30,0
b'Other',47,b'PK',b'Student',150,22,0.47,b'Mobile',0,0
b'Other',30,b'IN',b'Family',43,7,0.04,b'Mobile',0,0
b'Other',28,b'UK',b'Premium',298,12,0.59,b'Web',0,0
b'Male',49,b'DE',b'Free',156,32,0.29,b'Desktop',33,0
b'Female',23,b'AU',b'Family',27,72,0.01,b'Desktop',0,0
b'Other',56,b'AU',b'Free',243,43,0.13,b'Desktop',10,0
b'Female',38,b'FR',b'Family',282,48,0.57,b'Mobile',0,1
b'Other',59,b'DE',b'Family',274,97,0.22,b'Web',0,0
b'Female',52,b'UK',b'Family',253,50,0.25,b'Web',0,0
b'Male',20,b'DE',b'Student',276,18,0.15,b'Web',0,1
b'Male',38,b'US',b'Free',65,74,0.1,b'Web',28,0
b'Female',24,b'IN',b'Free',12,99,0.17,b'Desktop',33,0
b'Male',16,b'UK',b'Student',172,81,0.18,b'Web',0,0
b'Female',17,b'FR',b'Family',183,1,0.17,b'Mobile',0,1
b'Male',27,b'CA',b'Family',81,80,0.57,b'Mobile',0,0
b'Female',43,b'DE',b'Student',214,94,0.28,b'Mobile',0,0
b'Female',43,b'AU',b'Family',29,30,0.25,b'Web',0,0
b'Female',38,b'FR',b'Premium',284,96,0.53,b'Web',0,0
b'Male',19,b'PK',b'Student',257,91,0.48,b'Web',0,0
b'Other',58,b'PK',b'Student',61,92,0.57,b'Web',0,0
b'Female',35,b'FR',b'Student',53,25,0.06,b'Web',0,1
b'Male',26,b'US',b'Premium',293,76,0.31,b'Mobile',0,0
b'Other',25,b'CA',b'Free',205,47,0.54,b'Web',15,0
b'Female',25,b'US',b'Premium',209,22,0.33,b'Web',0,0
b'Male',34,b'AU',b'Student',242,28,0.43,b'Mobile',0,0
b'Other',42,b'FR',b'Premium',88,48,0.15,b'Mobile',0,0
b'Female',42,b'IN',b'Premium',99,67,0.26,b'Desktop',0,0
b'Other',45,b'AU',b'Family',179,74,0.45,b'Desktop',0,0
b'Female',35,b'UK',b'Family',174,66,0.56,b'Desktop',0,1
b'Other',37,b'FR',b'Student',84,96,0.4,b'Mobile',0,0
b'Other',17,b'UK',b'Student',275,78,0.11,b'Mobile',0,0
b'Male',41,b'DE',b'Free',272,59,0.53,b'Web',21,0
b'Female',49,b'AU',b'Student',252,72,0.4,b'Mobile',0,0
b'Other',17,b'FR',b'Student',273,81,0.6,b'Mobile',0,0
b'Other',47,b'AU',b'Premium',198,51,0.45,b'Desktop',0,0
b'Male',17,b'US',b'Premium',172,49,0.56,b'Desktop',0,0
b'Other',57,b'FR',b'Student',33,87,0.54,b'Web',0,1
b'Female',43,b'IN',b'Premium',19,73,0.25,b'Desktop',0,0
b'Female',59,b'IN',b'Student',254,46,0.45,b'Web',0,0
b'Female',47,b'DE',b'Free',166,19,0.34,b'Desktop',36,0
b'Other',39,b'CA',b'Student',215,89,0.45,b'Desktop',0,0
b'Male',34,b'IN',b'Family',73,27,0.39,b'Mobile',0,1
b'Male',21,b'IN',b'Family',247,30,0.42,b'Desktop',0,1
b'Other',37,b'PK',b'Free',194,56,0.16,b'Web',13,0
b'Other',47,b'IN',b'Student',193,55,0.0,b'Mobile',0,1
b'Other',58,b'US',b'Student',31,28,0.01,b'Desktop',0,0
b'Female',51,b'UK',b'Family',135,49,0.35,b'Desktop',0,1
b'Female',34,b'DE',b'Student',99,67,0.26,b'Mobile',0,1
b'Female',38,b'IN',b'Family',260,42,0.43,b'Web',0,0
b'Female',24,b'IN',b'Premium',76,26,0.04,b'Desktop',0,0
b'Male',57,b'DE',b'Student',221,41,0.35,b'Mobile',0,0
b'Female',58,b'PK',b'Free',59,46,0.42,b'Mobile',5,0
b'Male',58,b'AU',b'Family',80,50,0.32,b'Desktop',0,0
b'Other',33,b'CA',b'Premium',295,99,0.54,b'Web',0,1
b'Other',43,b'FR',b'Family',292,71,0.42,b'Web',0,0
b'Female',39,b'CA',b'Family',133,74,0.21,b'Mobile',0,0
b'Male',40,b'IN',b'Premium',191,88,0.52,b'Mobile',0,0
b'Male',34,b'CA',b'Free',41,79,0.05,b'Mobile',39,1
b'Male',20,b'AU',b'Premium',57,8,0.57,b'Desktop',0,0
b'Female',35,b'CA',b'Free',251,27,0.52,b'Web',42,1
b'Other',42,b'DE',b'Premium',22,80,0.45,b'Desktop',0,0
b'Male',19,b'US',b'Free',32,62,0.19,b'Desktop',40,1
b'Female',35,b'DE',b'Free',227,4,0.02,b'Web',32,0
b'Other',48,b'UK',b'Family',228,20,0.32,b'Mobile',0,1
b'Other',38,b'IN',b'Free',131,72,0.57,b'Mobile',37,0
b'Female',19,b'DE',b'Free',96,67,0.27,b'Desktop',38,0
b'Other',34,b'CA',b'Family',10,97,0.16,b'Desktop',0,0
b'Male',29,b'IN',b'Family',57,31,0.03,b'Web',0,0
b'Male',59,b'DE',b'Premium',51,30,0.03,b'Desktop',0,1
b'Other',42,b'CA',b'Premium',51,78,0.06,b'Desktop',0,1
b'Other',44,b'AU',b'Student',47,80,0.44,b'Mobile',0,0
b'Female',25,b'FR',b'Family',120,52,0.32,b'Desktop',0,0
b'Other',57,b'US',b'Family',101,32,0.17,b'Desktop',0,0
b'Female',45,b'PK',b'Premium',240,48,0.5,b'Web',0,0
b'Female',49,b'AU',b'Family',89,25,0.35,b'Web',0,0
b'Female',51,b'UK',b'Free',45,61,0.37,b'Desktop',36,0
b'Female',47,b'FR',b'Free',289,49,0.06,b'Web',47,0
b'Female',53,b'AU',b'Free',280,74,0.39,b'Mobile',6,1
b'Female',23,b'AU',b'Family',290,82,0.44,b'Desktop',0,1
b'Other',47,b'IN',b'Family',100,26,0.06,b'Mobile',0,1
b'Male',53,b'UK',b'Student',22,35,0.24,b'Mobile',0,1
b'Female',39,b'US',b'Family',13,15,0.05,b'Web',0,0
b'Female',26,b'PK',b'Student',245,71,0.37,b'Desktop',0,1
b'Male',44,b'DE',b'Family',162,4,0.24,b'Web',0,0
b'Male',24,b'US',b'Family',249,93,0.21,b'Desktop',0,0
b'Other',41,b'CA',b'Free',218,6,0.13,b'Web',38,0
b'Female',25,b'US',b'Family',22,87,0.27,b'Mobile',0,0
b'Male',49,b'IN',b'Free',269,82,0.42,b'Desktop',5,1
b'Female',39,b'US',b'Student',172,55,0.27,b'Desktop',0,0
b'Other',39,b'DE',b'Family',10,36,0.04,b'Desktop',0,0
b'Other',53,b'PK',b'Premium',93,28,0.45,b'Mobile',0,1
b'Other',32,b'FR',b'Free',272,38,0.34,b'Mobile',20,0
b'Male',27,b'CA',b'Family',53,82,0.48,b'Mobile',0,0
b'Male',40,b'FR',b'Free',59,30,0.1,b'Web',44,0
b'Male',51,b'AU',b'Premium',20,72,0.25,b'Mobile',0,0
b'Female',52,b'UK',b'Premium',247,41,0.33,b'Desktop',0,0
b'Other',40,b'CA',b'Premium',220,97,0.05,b'Desktop',0,0
b'Other',23,b'DE',b'Premium',70,85,0.46,b'Mobile',0,0
b'Female',42,b'UK',b'Premium',154,48,0.23,b'Desktop',0,0
b'Male',18,b'UK',b'Premium',234,6,0.52,b'Desktop',0,1
b'Male',20,b'AU',b'Free',158,95,0.13,b'Desktop',10,0
b'Other',34,b'AU',b'Family',35,3,0.09,b'Desktop',0,1
b'Other',59,b'CA',b'Free',233,80,0.16,b'Desktop',36,0
b'Other',34,b'IN',b'Free',177,27,0.3,b'Web',22,1
b'Other',42,b'DE',b'Free',193,28,0.55,b'Web',19,0
b'Other',39,b'US',b'Family',67,38,0.06,b'Mobile',0,1
b'Female',58,b'FR',b'Premium',244,4,0.37,b'Mobile',0,0
b'Other',20,b'UK',b'Student',111,92,0.36,b'Desktop',0,1
b'Female',52,b'US',b'Free',281,1,0.1,b'Web',47,0
b'Male',55,b'PK',b'Free',222,74,0.49,b'Web',34,0
b'Male',31,b'IN',b'Family',142,98,0.28,b'Desktop',0,1
b'Female',20,b'DE',b'Family',188,10,0.33,b'Desktop',0,0
b'Male',21,b'AU',b'Student',11,3,0.48,b'Desktop',0,1
b'Other',27,b'UK',b'Premium',221,53,0.01,b'Mobile',0,1
b'Other',57,b'IN',b'Student',76,9,0.11,b'Web',0,0
b'Male',55,b'DE',b'Free',166,55,0.28,b'Web',32,0
b'Other',32,b'CA',b'Free',180,91,0.37,b'Web',7,0
b'Other',17,b'CA',b'Free',298,88,0.14,b'Mobile',37,0
b'Male',38,b'DE',b'Free',71,85,0.4,b'Web',40,1
b'Female',58,b'UK',b'Student',115,23,0.34,b'Desktop',0,0
b'Male',42,b'UK',b'Family',193,66,0.22,b'Mobile',0,0
b'Female',46,b'AU',b'Free',242,37,0.2,b'Web',34,0
b'Male',51,b'UK',b'Premium',12,81,0.3,b'Mobile',0,0
b'Female',17,b'PK',b'Student',116,40,0.01,b'Desktop',0,0
b'Male',54,b'AU',b'Family',213,38,0.55,b'Desktop',0,1
b'Other',35,b'DE',b'Free',246,46,0.13,b'Mobile',18,0
b'Other',16,b'PK',b'Free',48,31,0.48,b'Desktop',44,0
b'Male',57,b'AU',b'Family',133,19,0.12,b'Web',0,0
b'Female',42,b'IN',b'Student',207,75,0.04,b'Web',0,0
b'Female',31,b'UK',b'Free',180,7,0.44,b'Desktop',44,0
b'Male',53,b'CA',b'Premium',79,74,0.05,b'Desktop',0,0
b'Female',25,b'AU',b'Premium',294,74,0.36,b'Web',0,0
b'Male',59,b'PK',b'Premium',118,39,0.01,b'Web',0,0
b'Male',27,b'FR',b'Premium',205,53,0.42,b'Mobile',0,1
b'Female',37,b'AU',b'Free',84,83,0.2,b'Web',7,0
b'Other',34,b'AU',b'Premium',296,98,0.03,b'Mobile',0,0
b'Male',36,b'PK',b'Student',281,27,0.08,b'Desktop',0,1
b'Female',43,b'FR',b'Free',63,90,0.32,b'Web',49,1
b'Female',40,b'PK',b'Free',219,71,0.2,b'Desktop',26,0
b'Other',57,b'AU',b'Premium',63,73,0.1,b'Web',0,0
b'Other',43,b'US',b'Family',261,55,0.15,b'Mobile',0,0
b'Male',36,b'UK',b'Free',243,36,0.29,b'Desktop',32,1
b'Female',33,b'PK',b'Premium',110,78,0.42,b'Web',0,0
b'Other',37,b'AU',b'Student',41,98,0.04,b'Web',0,0
b'Other',56,b'US',b'Premium',140,79,0.13,b'Web',0,0
b'Male',45,b'US',b'Student',178,97,0.52,b'Desktop',0,0
b'Male',29,b'DE',b'Student',179,13,0.43,b'Mobile',0,0
b'Male',35,b'CA',b'Free',168,85,0.43,b'Mobile',39,0
b'Female',24,b'FR',b'Premium',90,7,0.56,b'Web',0,0
b'Male',44,b'CA',b'Free',296,90,0.15,b'Web',26,1
b'Other',29,b'PK',b'Free',268,41,0.2,b'Web',38,1
b'Other',47,b'IN',b'Free',80,39,0.31,b'Desktop',43,1
b'Male',44,b'AU',b'Free',199,59,0.06,b'Desktop',32,0
b'Male',53,b'DE',b'Student',116,37,0.44,b'Mobile',0,0
b'Female',20,b'AU',b'Family',198,87,0.27,b'Web',0,0
b'Female',25,b'UK',b'Family',201,31,0.17,b'Web',0,1
b'Male',31,b'AU',b'Student',80,27,0.1,b'Web',0,0
b'Other',41,b'AU',b'Student',222,90,0.58,b'Web',0,0
b'Female',43,b'PK',b'Student',36,47,0.4,b'Web',0,1
b'Female',18,b'US',b'Premium',113,92,0.04,b'Mobile',0,0
b'Other',31,b'CA',b'Family',149,96,0.28,b'Desktop',0,0
b'Male',44,b'AU',b'Free',34,50,0.15,b'Mobile',27,0
b'Male',27,b'PK',b'Free',20,68,0.0,b'Mobile',45,0
b'Other',21,b'CA',b'Free',198,46,0.49,b'Mobile',42,0
b'Male',25,b'PK',b'Free',265,26,0.5,b'Desktop',14,0
b'Male',43,b'IN',b'Premium',149,38,0.04,b'Desktop',0,0
b'Other',52,b'CA',b'Family',217,72,0.13,b'Web',0,0
b'Other',36,b'CA',b'Premium',54,24,0.56,b'Mobile',0,1
b'Female',31,b'FR',b'Student',278,12,0.18,b'Web',0,1
b'Other',41,b'US',b'Free',99,43,0.04,b'Web',19,0
